source,TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk_1,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,X54
surprise.F,2.2,0,174.1976,yes,unknown,unknown,unknown,Unknown,21.1641,-3.9228,0.2793,0.0084,4e-4,60.2131,7e-4,0.0333,10.4197,0.1927,-42.3765,61.0703,0.0016,0.0074,8.1205,5e-4,0.2645,99.152,4e-4,0.1428,3.6714,3e-4,1e-4,98.1832,0,0,97.38,0.0143,1e-4,0.0072,1e-4,0.0018,61.8847,0.0012,0.0012,0.0012,0.002,0.0018,0.0333,0,0.0018,2.2979,2.2979,0.0018,0.6672,NA
surprise.F,2.24,0,174.6224,yes,unknown,unknown,unknown,Unknown,21.2374,-3.0528,1.237,0.0092,4e-4,60.7962,8e-4,0.039,10.5713,0.1927,-42.5176,58.2967,0.0012,0.0069,5.7151,7e-4,0.2357,99.4401,4e-4,0.1205,5.0286,2e-4,1e-4,98.9743,0,0,97.7892,0.0145,1e-4,0.0093,1e-4,0.0019,67.7173,0.0012,0.0012,0.0012,0.002,0.0018,0.039,0,0.0018,2.2979,2.2979,0.0018,0.6948,NA
surprise.F,2.28,0,173.6087,yes,unknown,unknown,unknown,Unknown,21.1407,-3.3408,0.8333,0.0094,3e-4,61.0599,8e-4,0.041,11.7598,0.1927,-42.5808,58.0001,0.0012,0.0071,5.092,8e-4,0.181,99.609,3e-4,0.1131,6.5579,5e-4,1e-4,99.4268,0,0,97.6611,0.0149,1e-4,0.0099,1e-4,0.0019,74.7053,0.0012,0.0012,0.0012,0.0021,0.0018,0.041,0,0.0018,2.2979,2.2979,0.0018,0.7274,NA
surprise.F,2.32,0,172.8194,yes,unknown,unknown,unknown,Unknown,21.8479,-2.9411,1.1438,0.0093,3e-4,61.1834,8e-4,0.0403,12.9654,0.1927,-42.6113,59.1184,0.0012,0.0078,5.5178,8e-4,0.158,99.6763,3e-4,0.1266,7.7455,0.0011,1e-4,99.6463,0,0,97.8369,0.0194,1e-4,0.011,1e-4,0.002,78.9315,0.0012,0.0012,0.0012,0.0021,0.0018,0.0403,0,0.0018,2.2979,2.2979,0.0018,0.7681,NA
surprise.F,2.36,0,172.1919,yes,unknown,unknown,unknown,Unknown,22.1218,-2.283,1.1264,0.0095,2e-4,61.2222,8e-4,0.0414,13.4756,0.1927,-42.6135,58.6837,0.001,0.0078,5.1444,7e-4,0.1367,99.6949,3e-4,0.1362,8.4606,0.0016,2e-4,99.7683,0,0,98.0986,0.0206,1e-4,0.0116,1e-4,0.0022,81.9357,0.0012,0.0011,0.0011,0.0021,0.0018,0.0414,0,0.0018,2.2979,2.2979,0.0018,0.8111,NA
surprise.F,2.4,0,172.6043,yes,unknown,unknown,unknown,Unknown,21.5137,-2.2085,1.2108,0.0095,2e-4,61.2443,8e-4,0.0413,13.688,0.1927,-42.6047,58.8543,0.001,0.0091,5.1821,8e-4,0.1176,99.6972,2e-4,0.1366,10.5645,0.0025,3e-4,99.8291,0,0,98.1262,0.0292,1e-4,0.0117,2e-4,0.0025,82.6645,0.0012,0.0011,0.0011,0.0021,0.0018,0.0413,0,0.0018,2.2979,2.2979,0.0018,0.8554,NA
surprise.F,2.44,0,172.7986,yes,unknown,unknown,unknown,Unknown,21.7872,-2.9694,1.5913,0.0095,2e-4,61.2064,8e-4,0.0415,13.8399,0.1927,-42.5864,58.7883,8e-4,0.0096,5.1146,7e-4,0.0919,99.6865,2e-4,0.1398,10.9858,0.0056,4e-4,99.8585,0,0,97.8249,0.0263,1e-4,0.011,2e-4,0.0028,83.4373,0.0011,0.0011,0.0011,0.0021,0.0018,0.0415,0,0.0018,2.2979,2.2979,0.0018,0.9006,NA
surprise.F,2.48,0,172.598,yes,unknown,unknown,unknown,Unknown,22.5533,-1.5271,0.7254,0.0096,2e-4,61.1188,8e-4,0.0421,13.7574,0.1927,-42.5565,58.4124,7e-4,0.0103,4.8933,7e-4,0.07,99.651,2e-4,0.1434,10.7289,0.0095,6e-4,99.8629,0,0,98.361,0.0196,1e-4,0.0103,3e-4,0.0029,83.6408,0.0011,0.0011,0.0011,0.0021,0.0018,0.0421,0,0.0018,2.2979,2.2979,0.0018,0.9445,NA
surprise.F,2.52,0,172.9375,yes,unknown,unknown,unknown,Unknown,22.1207,-1.3692,0.5563,0.0095,2e-4,61.0206,8e-4,0.0413,14.0397,0.1927,-42.5167,59.0032,6e-4,0.0115,5.2358,7e-4,0.0514,99.5931,2e-4,0.1473,9.9995,0.0153,9e-4,99.8615,0,0,98.4112,0.0148,0,0.0097,4e-4,0.0028,83.9671,0.0011,0.0011,0.0011,0.0021,0.0018,0.0413,0,0.0018,2.2979,2.2979,0.0018,0.9912,NA
surprise.F,2.56,0,173.212,yes,unknown,unknown,unknown,Unknown,21.5573,-2.9324,1.4456,0.0097,3e-4,60.8858,8e-4,0.0432,13.2105,0.1927,-42.4643,57.4978,5e-4,0.0121,4.3944,8e-4,0.037,99.5004,3e-4,0.1669,8.759,0.0204,0.0014,99.8362,0,0,97.8406,0.0127,0,0.0087,6e-4,0.0028,82.5787,0.0011,0.0011,0.0011,0.0021,0.0018,0.0432,0,0.0018,2.2979,2.2979,0.0018,1.0302,NA
surprise.F,2.6,0,172.0315,yes,unknown,unknown,unknown,Unknown,21.0711,-2.437,1.4891,0.0095,2e-4,60.5814,8e-4,0.0411,13.7488,0.1927,-42.3137,59.0274,5e-4,0.0126,5.277,7e-4,0.0327,99.2122,3e-4,0.2103,8.3101,0.0256,0.0023,99.8344,0,0,98.0403,0.0122,1e-4,0.0078,9e-4,0.0029,82.6822,0.0011,0.0011,0.0011,0.0021,0.0018,0.0411,0,0.0018,2.2979,2.2979,0.0018,1.0746,NA
surprise.F,2.64,0,171.8264,yes,unknown,unknown,unknown,Unknown,22.6156,-2.977,1.5043,0.0091,2e-4,60.2413,7e-4,0.0389,14.2264,0.1927,-42.1481,60.7467,5e-4,0.0114,6.2871,6e-4,0.0294,98.881,3e-4,0.2821,7.8161,0.0287,0.0046,99.8263,0,0,97.8217,0.0144,1e-4,0.0071,0.0014,0.0033,82.1517,0.0012,0.0011,0.0011,0.0021,0.0018,0.0389,0,0.0018,2.2979,2.2979,0.0018,1.1247,NA
surprise.F,2.68,0,173.3875,yes,unknown,unknown,unknown,Unknown,22.8924,-2.6008,1.5109,0.0087,2e-4,59.7783,7e-4,0.036,14.8011,0.1927,-41.9101,63.0807,6e-4,0.0126,7.6936,5e-4,0.0303,98.4195,4e-4,0.3555,7.9509,0.0256,0.0093,99.8059,0,0,97.9764,0.0191,1e-4,0.0066,0.0023,0.0034,80.9735,0.0012,0.0012,0.0012,0.0021,0.0018,0.036,0,0.0018,2.2979,2.2979,0.0018,1.183,NA
surprise.F,2.72,0,172.9896,yes,unknown,unknown,unknown,Unknown,22.2642,-3.435,1.6032,0.0084,2e-4,59.1828,7e-4,0.0337,15.1685,0.1927,-41.6178,64.9952,8e-4,0.0139,8.8786,6e-4,0.0297,97.8439,4e-4,0.466,7.4502,0.0201,0.0143,99.785,0,0,97.6177,0.0268,1e-4,0.0062,0.0028,0.0034,79.4743,0.0012,0.0012,0.0012,0.0021,0.0018,0.0337,0,0.0018,2.2979,2.298,0.0018,1.2467,NA
surprise.F,2.76,0,172.1032,yes,unknown,unknown,unknown,Unknown,22.0809,-4.5836,1.6047,0.0066,2e-4,58.5405,6e-4,0.0227,19.9771,0.1927,-41.3414,75.5475,8e-4,0.0133,16.0288,4e-4,0.0362,97.204,4e-4,0.7118,7.5024,0.0154,0.0265,99.7636,0,0,97.0208,0.0361,1e-4,0.0051,0.0039,0.0036,78.3073,0.0012,0.0012,0.0012,0.0021,0.0018,0.0227,0,0.0018,2.2979,2.298,0.0018,1.4176,NA
surprise.F,2.8,0,172.4906,yes,unknown,unknown,unknown,Unknown,22.5055,-4.1758,0.8425,0.0048,1e-4,57.7953,4e-4,0.013,28.8575,0.1927,-40.9911,86.4052,9e-4,0.0137,26.1415,3e-4,0.0456,96.4503,4e-4,0.9255,7.5328,0.0126,0.0375,99.7496,0,0,97.2477,0.0504,1e-4,0.0045,0.0053,0.0037,77.3056,0.0012,0.0012,0.0012,0.0021,0.0018,0.013,0,0.0018,2.2979,2.298,0.0018,2.0525,NA
surprise.F,2.84,0,171.7112,yes,unknown,unknown,unknown,Unknown,22.9638,-2.4136,0.6833,0.0031,1e-4,57.3416,3e-4,0.0063,44.3814,0.1927,-40.7088,94.1976,0.001,0.013,39.2756,2e-4,0.054,95.9891,4e-4,0.871,8.0393,0.0104,0.0296,99.7442,0,0,98.0493,0.0498,0,0.0036,0.0057,0.0039,78.3086,0.0012,0.0012,0.0012,0.0021,0.0018,0.0063,0,0.0018,2.298,2.298,0.0018,4.2744,NA
surprise.F,2.88,0,170.3824,yes,unknown,unknown,unknown,Unknown,22.6285,-2.4945,0.1166,0.0021,1e-4,57.2426,2e-4,0.0032,61.0478,0.1927,-40.6009,97.5055,0.0011,0.0162,51.5372,2e-4,0.0567,95.8767,4e-4,0.7539,8.9395,0.0053,0.0183,99.7845,0,0,98.0181,0.0591,0,0.0028,0.0039,0.004,81.3472,0.0012,0.0012,0.0012,0.0021,0.0018,0.0032,0,0.0018,2.298,2.298,0.0018,7.6831,NA
surprise.F,2.92,0,170.4109,yes,unknown,unknown,unknown,Unknown,23.5525,-2.2932,-0.1914,0.0015,0,57.2846,2e-4,0.0019,73.1602,0.1927,-40.5807,98.7737,0.0011,0.0164,61.6132,1e-4,0.0567,95.8946,4e-4,0.6767,8.6089,0.0019,0.0102,99.8306,0,0,98.0948,0.0633,0,0.0024,0.0029,0.0037,83.7693,0.0012,0.0011,0.0011,0.0021,0.0018,0.0019,0,0.0018,2.298,2.298,0.0018,11.3931,NA
surprise.F,2.96,0,168.195,yes,unknown,unknown,unknown,Unknown,24.7835,-3.6223,-0.5223,0.0011,0,56.9848,1e-4,0.0011,82.5119,0.1927,-40.3663,99.3824,0.0013,0.0175,71.2885,1e-4,0.0519,95.6065,4e-4,0.5441,8.6611,0.0013,0.0078,99.8447,0,0,97.529,0.1619,0,0.0022,0.0017,0.0038,86.9456,0.0011,0.0011,0.0011,0.0021,0.0018,0.0011,0,0.0018,2.298,2.298,0.0018,15.1345,NA
surprise.F,3,0,167.5934,yes,unknown,unknown,unknown,Unknown,23.6936,-3.3253,-0.639,7e-4,0,56.3682,1e-4,6e-4,89.9047,0.1927,-39.9795,99.727,0.0016,0.0188,82.756,1e-4,0.038,95.0306,3e-4,0.4051,8.3132,0.0011,0.0055,99.8542,0,0,97.6682,0.4618,0,0.0019,0.0012,0.0036,89.8766,0.0011,0.0011,0.0011,0.0021,0.0018,6e-4,0,0.0018,2.298,2.2981,0.0018,18.9036,NA
surprise.F,3.04,0,167.1169,yes,unknown,unknown,unknown,Unknown,23.5647,-3.4982,-0.6221,6e-4,0,56.29,1e-4,4e-4,92.9451,0.1927,-39.9305,99.8304,0.0015,0.0219,89.4375,0,0.0235,95.0007,4e-4,0.3342,7.6449,0.0012,0.0049,99.8511,0,0,97.5881,1.1085,0,0.0018,9e-4,0.0033,92.4309,0.0011,0.0011,0.0011,0.0021,0.0018,4e-4,0,0.0018,2.298,2.2981,0.0018,22.696,NA
surprise.F,3.08,0,166.9913,yes,unknown,unknown,male,Unknown,22.4353,-4.0395,-0.6161,5e-4,0,55.8188,1e-4,3e-4,94.8574,0.1927,-39.644,99.885,0.0014,0.0219,94.8832,0,0.017,94.5503,4e-4,0.2619,7.2444,0.0012,0.0052,99.8492,1e-4,0,97.3198,3.8438,0,0.002,6e-4,0.0034,94.2777,0.001,0.001,0.001,0.002,0.0018,3e-4,0,0.0018,2.298,2.2981,0.0018,26.4851,NA
surprise.F,3.12,0,167.6587,yes,unknown,unknown,male,Unknown,20.9165,-2.4219,-2.5943,5e-4,0,55.3596,1e-4,3e-4,95.6735,0.1927,-39.3812,99.9017,0.0011,0.0238,97.1054,0,0.0087,94.1448,4e-4,0.1839,5.4785,0.0022,0.0052,99.8245,1e-4,0,98.0461,9.575,0,0.002,4e-4,0.0034,94.9537,0.001,0.001,0.001,0.002,0.0018,3e-4,0,0.0018,2.298,2.2982,0.0018,30.2883,NA
surprise.F,3.16,0,166.8932,yes,unknown,unknown,male,Unknown,21.0033,-4.3408,-1.381,4e-4,1e-4,54.7944,0,2e-4,96.6232,0.1927,-39.0616,99.9111,7e-4,0.0305,98.5421,0,0.0059,93.6102,4e-4,0.1404,4.9984,0.0048,0.0047,99.8083,1e-4,0,97.158,26.1848,0,0.0021,2e-4,0.0035,95.9554,0.001,0.001,0.001,0.002,0.0018,2e-4,0,0.0018,2.298,2.2982,0.0018,34.1003,NA
surprise.F,3.2,0,168.0118,yes,unknown,unknown,male,Unknown,20.2277,-3.5268,-2.0287,4e-4,0.0012,53.2275,0,2e-4,97.4864,0.1927,-38.1878,99.9154,6e-4,0.0416,99.2563,0,0.0039,92.0925,4e-4,0.1191,4.5212,0.007,0.0053,99.7802,1e-4,0,97.5746,51.9413,0,0.0021,1e-4,0.0037,96.522,9e-4,9e-4,9e-4,0.0019,0.0018,2e-4,0,0.0018,2.298,2.2983,0.0019,37.916,NA
surprise.F,3.24,0,167.5959,yes,unknown,unknown,male,Unknown,20.5241,-3.9033,-2.1169,4e-4,0.0112,51.9438,0,2e-4,98.0442,0.1927,-37.479,99.9177,4e-4,0.0562,99.6764,0,0.0036,90.8559,4e-4,0.1047,4.4335,0.0063,0.0063,99.7498,1e-4,0,97.3899,74.6077,1e-4,0.0021,1e-4,0.0037,96.9921,9e-4,9e-4,9e-4,0.0019,0.0018,2e-4,0,0.0018,2.298,2.2984,0.0019,41.729,NA
surprise.F,3.28,0,169.0376,yes,unknown,unknown,male,Unknown,20.1901,-3.7606,-2.8255,4e-4,0.0372,50.5846,0,2e-4,98.2848,0.1927,-36.7286,99.9184,3e-4,0.0741,99.8168,0,0.0036,89.5486,4e-4,0.0875,4.0034,0.0035,0.0055,99.7221,1e-4,0,97.4615,86.7233,1e-4,0.0021,1e-4,0.0034,97.2865,8e-4,8e-4,8e-4,0.0019,0.0018,2e-4,0,0.0018,2.298,2.2985,0.0019,45.5462,NA
surprise.F,3.32,0,168.8673,yes,unknown,unknown,male,Unknown,19.7462,-3.8901,-3.2777,4e-4,0.07,49.0357,0,3e-4,98.4045,0.1927,-35.8847,99.9184,2e-4,0.0919,99.8806,0,0.0032,88.0704,5e-4,0.0808,3.9435,0.0029,0.006,99.6636,1e-4,0,97.3966,93.1865,1e-4,0.0022,0,0.0032,97.6303,8e-4,8e-4,8e-4,0.0019,0.0018,3e-4,0,0.0018,2.298,2.2986,0.0019,49.3583,NA
surprise.F,3.36,0,167.2335,yes,unknown,unknown,male,Scream,19.6394,-3.3056,-3.7906,4e-4,0.1039,48.1785,0,3e-4,98.4771,0.1927,-35.4362,99.9183,1e-4,0.1211,99.909,0,0.0034,87.262,6e-4,0.0911,3.4982,0.0027,0.0096,99.6161,1e-4,0,97.6772,97.2435,1e-4,0.0024,0,0.0029,97.9263,7e-4,7e-4,7e-4,0.0019,0.0018,3e-4,0,0.0018,2.2981,2.2987,0.0019,53.1623,NA
surprise.F,3.4,0,169.6239,yes,unknown,unknown,male,Scream,20.2298,-2.9745,-2.7876,4e-4,0.1166,47.6302,0,4e-4,98.5092,0.1927,-35.1554,99.9182,1e-4,0.1289,99.9261,0,0.0026,86.753,6e-4,0.1107,3.6282,0.0024,0.0157,99.5837,1e-4,0,97.8228,98.5409,2e-4,0.0029,0,0.0026,98.3474,6e-4,6e-4,6e-4,0.0019,0.0018,4e-4,0,0.0018,2.2981,2.2988,0.0019,56.9641,NA
surprise.F,3.44,0,171.4551,yes,unknown,unknown,male,Scream,20.8816,-2.9832,-2.0939,4e-4,0.1238,46.4364,0,4e-4,98.5293,0.1927,-34.5211,99.9182,0,0.1414,99.9525,0,0.0026,85.6188,7e-4,0.1294,3.1809,0.0019,0.0317,99.5513,1e-4,0,97.8191,99.2422,2e-4,0.0032,0,0.0023,98.6478,6e-4,6e-4,6e-4,0.0019,0.0018,4e-4,0,0.0018,2.2981,2.2988,0.0019,60.7644,NA
surprise.F,3.48,0,169.7606,yes,unknown,unknown,male,Scream,19.9024,-3.2369,-2.2436,4e-4,0.1247,45.179,0,4e-4,98.5373,0.1927,-33.8696,99.918,0,0.1845,99.9649,0,0.0023,84.4141,9e-4,0.1878,3.1676,0.003,0.0434,99.5143,1e-4,0,97.7082,99.3791,3e-4,0.0035,0,0.002,98.827,5e-4,5e-4,5e-4,0.0019,0.0018,4e-4,0,0.0018,2.2981,2.2989,0.0019,64.5639,NA
surprise.F,3.52,0,169.6097,yes,unknown,unknown,male,Scream,20.1013,-3.7117,-2.1647,4e-4,0.1238,41.5474,0,4e-4,98.5344,0.1927,-31.8942,99.9178,0,0.1959,99.9686,0,0.0021,80.8538,0.001,0.336,3.1304,0.0059,0.0732,99.4722,1e-4,0,97.4856,99.2966,4e-4,0.0043,0,0.002,98.8022,5e-4,5e-4,5e-4,0.0019,0.0018,4e-4,0,0.0018,2.2981,2.2989,0.0019,68.3645,NA
surprise.F,3.56,0,171.2884,yes,unknown,unknown,male,Scream,20.5133,-3.2796,-3.1243,4e-4,0.123,38.9898,0,4e-4,98.5319,0.1927,-30.4965,99.9174,0,0.2302,99.9742,0,0.0018,78.3006,0.0011,0.481,3.3451,0.0086,0.084,99.3995,1e-4,0,97.6889,99.2193,4e-4,0.0045,0,0.0018,98.7946,4e-4,4e-4,4e-4,0.0019,0.0018,4e-4,0,0.0018,2.2982,2.2989,0.0019,72.1623,NA
surprise.F,3.6,0,169.4436,yes,unknown,unknown,male,Scream,21.1546,-1.7511,-2.2982,4e-4,0.1217,35.2156,0,4e-4,98.5286,0.1927,-28.3059,99.9171,0,0.2662,99.9776,0,0.0019,74.3884,0.0013,0.5782,2.9787,0.0109,0.1011,99.3485,1e-4,0,98.2872,99.0989,6e-4,0.0041,0,0.0016,98.762200000000007,4e-4,4e-4,4e-4,0.0019,0.0018,4e-4,0,0.0018,2.2981,2.2989,0.0019,75.9676,NA
surprise.F,3.64,0,170.7056,yes,unknown,unknown,male,Scream,21.777,-1.4878,-3.0994,4e-4,0.1224,31.9556,0,4e-4,98.5226,0.1927,-26.4429,99.9162,0,0.3051,99.9815,0,0.0021,70.8928,0.0016,0.9335,2.7859,0.0172,0.1105,99.1969,1e-4,0,98.3737,99.1252,6e-4,0.004,0,0.0014,98.6826,3e-4,3e-4,3e-4,0.0019,0.0018,4e-4,0,0.0018,2.2981,2.2989,0.0019,79.7672,NA
surprise.F,3.68,0,169.6438,yes,unknown,unknown,male,Scream,20.586,-0.589,-4.4056,4e-4,0.1166,29.0554,0,4e-4,98.5013,0.1927,-24.6965,99.9154,0,0.3018,99.9833,0,0.002,67.5902,0.0018,1.3722,2.5292,0.0255,0.0946,99.0589,1e-4,0,98.6376,98.5547,6e-4,0.0039,1e-4,0.0011,98.4135,2e-4,2e-4,2e-4,0.0019,0.0018,4e-4,0,0.0018,2.2981,2.2989,0.0019,83.5607,NA
surprise.F,3.72,0,168.7426,yes,unknown,unknown,male,Scream,21.6137,-0.881,-3.6423,4e-4,0.10780000000000001,26.1789,0,4e-4,98.4733,0.1927,-22.9843,99.9141,0,0.247,99.9845,0,0.0019,64.1617,0.0022,2.1705,2.2104,0.0215,0.0912,98.8467,1e-4,0,98.5568,97.7092,5e-4,0.0035,1e-4,9e-4,98.2128,2e-4,2e-4,2e-4,0.002,0.0018,4e-4,0,0.0018,2.2981,2.2988,0.0019,87.345,NA
surprise.F,3.76,0,171.2473,yes,unknown,unknown,male,Scream,19.6529,-0.4979,-3.6067,4e-4,0.0795,21.7551,0,3e-4,98.4073,0.1927,-19.7917,99.9128,0,0.1559,99.9708,0,0.0017,58.291,0.0025,2.7871,1.8038,0.0153,0.0764,98.636,1e-4,0,98.6619,94.598,4e-4,0.0033,1e-4,8e-4,98.006,1e-4,1e-4,1e-4,0.002,0.0018,3e-4,0,0.0018,2.2981,2.2988,0.002,91.1218,NA
surprise.F,3.8,0,169.8985,yes,unknown,unknown,male,Scream,21.4337,-0.0302,-3.7692,4e-4,0.0403,18.2161,0,3e-4,98.2825,0.1927,-16.8779,99.9115,0,0.1121,99.949700000000007,0,0.0019,52.9378,0.0031,3.2955,1.5116,0.0132,0.0645,98.4514,1e-4,0,98.7799,87.7742,3e-4,0.0033,2e-4,7e-4,97.9116,1e-4,1e-4,1e-4,0.002,0.0018,3e-4,0,0.0018,2.2981,2.2988,0.002,94.7858,NA
surprise.F,3.84,0,169.8758,yes,unknown,unknown,male,Scream,20.8577,-0.2519,-3.7806,4e-4,0.0123,14.6523,0,2e-4,98.0392,0.1927,-13.3954,99.9094,0,0.0843,99.9022,0,0.0023,46.6851,0.0036,3.6325,1.0636,0.0107,0.0547,98.1728,1e-4,0,98.7253,75.797,4e-4,0.0035,3e-4,6e-4,97.6476,1e-4,1e-4,1e-4,0.002,0.0018,2e-4,0,0.0018,2.2981,2.2988,0.002,97.9684,NA
surprise.F,3.88,0,172.0973,yes,unknown,unknown,male,Scream,21.0373,-0.0108,-3.5387,4e-4,8e-4,10.6602,0,2e-4,97.3541,0.1927,-8.551,99.9047,0,0.0649,99.7652,0,0.0021,38.033,0.0046,4.0017,0.7414,0.0105,0.0421,97.598,1e-4,0,98.7846,48.0719,3e-4,0.0035,3e-4,5e-4,97.2551,1e-4,1e-4,1e-4,0.002,0.0018,2e-4,0,0.0018,2.2981,2.2988,0.0021,99.5315,NA
surprise.F,3.92,0,169.6598,yes,unknown,unknown,male,Scream,21.3568,0.5114,-3.6415,4e-4,1e-4,7.3241,0,2e-4,96.4412,0.1927,-2.9564,99.8938,0,0.0477,99.5355,0,0.0024,28.5203,0.0054,3.616,0.4981,0.0111,0.035,96.321,1e-4,0,98.6583,24.894,3e-4,0.0039,5e-4,4e-4,95.7416,1e-4,1e-4,1e-4,0.002,0.0018,2e-4,0,0.0018,2.2981,2.2988,0.0021,99.8904,NA
surprise.F,3.96,0,170.1338,yes,unknown,unknown,male,Scream,21.9252,0.1013,-3.1456,4e-4,0,5.0591,1e-4,2e-4,95.583,0.1927,0,99.871,0,0.0353,99.0107,1e-4,0.0033,19.8552,0.0073,3.2262,0.4196,0.0139,0.0292,94.1204,1e-4,0,98.7626,14.1438,3e-4,0.0046,9e-4,4e-4,93.9419,1e-4,1e-4,1e-4,0.002,0.0018,2e-4,0,0.0018,2.2981,2.2987,0.0023,99.9719,NA
surprise.F,4,0,171.8427,yes,unknown,unknown,male,Scream,20.6341,0.3222,-2.5383,4e-4,0,3.9407,1e-4,2e-4,94.264,0.1927,0,99.8403,0,0.0219,97.8257,1e-4,0.004,14.2618,0.0092,2.7869,0.2957,0.0135,0.0239,92.3035,1e-4,0,98.7075,4.6787,2e-4,0.0051,9e-4,4e-4,90.1625,1e-4,1e-4,1e-4,0.002,0.0018,2e-4,0,0.0018,2.2981,2.2987,0.0023,99.9893,NA
surprise.F,4.04,0,170.8309,yes,unknown,unknown,male,Scream,21.6261,0.5991,-3.0187,4e-4,0,3.2686,1e-4,2e-4,92.5546,0.1927,0,99.7826,0,0.0145,96.0337,2e-4,0.0048,10.6361,0.0113,2.104,0.2168,0.0184,0.0168,89.7704,0,0,98.6349,2.3155,2e-4,0.0058,0.0011,4e-4,85.0415,1e-4,1e-4,1e-4,0.002,0.0018,2e-4,0,0.0018,2.2981,2.2987,0.0024,99.9911,NA
surprise.F,4.08,0,171.7167,yes,unknown,unknown,male,Scream,21.9553,-0.3252,-1.9256,5e-4,0,2.842,1e-4,3e-4,88.2163,0.1927,0,99.6396,0,0.0088,90.4302,4e-4,0.0053,7.7683,0.0155,1.7364,0.1699,0.017,0.0138,88.2792,0,0,98.7067,0.8522,2e-4,0.0058,0.0012,3e-4,76.2954,1e-4,1e-4,1e-4,0.002,0.0018,3e-4,0,0.0018,2.298,2.2986,0.0024,99.9899,NA
surprise.F,4.12,0,171.5534,yes,unknown,unknown,male,Scream,21.7819,-0.8538,-2.7436,6e-4,0,2.426,2e-4,4e-4,76.8902,0.1927,0,99.0167,0,0.007,79.9127,7e-4,0.0077,5.3954,0.0196,1.8012,0.1461,0.0118,0.0105,84.657,0,0,98.5646,0.3016,2e-4,0.0065,0.001,3e-4,66.8472,1e-4,1e-4,1e-4,0.002,0.0018,4e-4,0,0.0018,2.298,2.2986,0.0024,99.9796,NA
surprise.F,4.16,0,172.1202,yes,unknown,unknown,male,Scream,21.9876,-0.1705,-3.3947,0.001,1e-4,2.1787,3e-4,9e-4,53.4155,0.1927,0,96.4224,0,0.0052,64.5593,9e-4,0.0097,4.075,0.0249,1.3947,0.1332,0.0098,0.0074,81.5573,0,0,98.7456,0.0956,2e-4,0.0068,8e-4,3e-4,55.9464,1e-4,1e-4,1e-4,0.002,0.0018,9e-4,0,0.0018,2.298,2.2985,0.0024,99.8354,NA
surprise.F,4.2,0,171.3428,yes,unknown,unknown,male,Scream,20.914,-0.5335,-3.571,0.0019,3e-4,1.9649,6e-4,0.0027,20.5329,0.1927,0,79.5066,0,0.0037,41.304,0.0018,0.0104,3.2186,0.03,1.0846,0.1093,0.0078,0.0062,77.6763,0,0,98.6524,0.0366,2e-4,0.008,7e-4,3e-4,44.462,1e-4,1e-4,1e-4,0.002,0.0018,0.0027,0,0.0018,2.298,2.2985,0.0024,97.3902,NA
surprise.F,4.24,0,172.3289,yes,65 plus,caucasian,male,Scream,21.7281,-0.4044,-1.8532,0.0033,7e-4,1.7402,0.0013,0.0067,6.3088,0.1927,0,39.5925,0,0.003,21.7392,0.0035,0.0107,2.5618,0.0335,0.8484,0.087,0.007,0.0054,72.3462,0,0,98.6863,0.0182,2e-4,0.0091,7e-4,3e-4,32.8152,1e-4,1e-4,1e-4,0.002,0.0018,0.0067,0,0.0018,2.298,2.2984,0.0024,93.6263,NA
surprise.F,4.28,0,173.7363,yes,65 plus,caucasian,male,Scream,22.5223,-0.6157,-1.9053,0.0037,0.0012,1.5386,0.0018,0.0079,3.4655,0.1927,0,21.4088,0,0.0031,15.2365,0.0049,0.0118,2.0731,0.0364,0.7715,0.0764,0.0056,0.0067,66.557,0,0,98.6304,0.0108,2e-4,0.0104,7e-4,3e-4,24.8659,1e-4,1e-4,1e-4,0.002,0.0018,0.0079,0,0.0018,2.298,2.2983,0.0024,89.8046,NA
surprise.F,4.32,0,171.7083,yes,65 plus,caucasian,male,Scream,22.5744,0.3811,-3.1247,0.0037,0.0018,1.3305,0.0025,0.0077,2.054,0.1927,0,10.9506,0,0.0032,11.3011,0.005,0.0118,1.6706,0.0422,0.7032,0.0595,0.0067,0.0074,59.3577,0,0,98.6924,0.008,2e-4,0.0106,9e-4,3e-4,16.8268,2e-4,2e-4,2e-4,0.002,0.0018,0.0077,0,0.0018,2.2979,2.2982,0.0024,85.9689,NA
surprise.F,4.36,0,172.8418,yes,65 plus,caucasian,male,Scream,22.9761,-0.0874,-2.3594,0.0036,0.0021,1.2326,0.0029,0.0071,1.6324,0.1927,0,8.0373,0,0.0029,10.3696,0.0055,0.0111,1.4914,0.0485,0.7293,0.0451,0.0098,0.0084,55.5083,0,0,98.766,0.0058,1e-4,0.0111,0.0012,3e-4,12.2677,2e-4,2e-4,2e-4,0.002,0.0018,0.0071,0,0.0018,2.2979,2.2981,0.0024,82.1305,NA
